Timestamp,Location,State,Threat_Level,Threat_Probability,Fume_Detection,Metal_Detection,GPR_Reading,Ground_CV,Drone_CV,Disturbance,Thermal,Explosive_Type,Fume_Signature,Danger_Level,Detonation_Velocity,Density,Brisance,Explosive_Class,Action
2025-10-03 00:55:20,Lunglei Town,Mizoram,MODERATE,49.83,45.55,55.78,59.24,39.4,53.36,43.74,35.73,Emulsion-002,Orange/Brown NOx,High,5120,1.229,Medium to High,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-10-03 01:32:14,Dimapur Junction,Nagaland,MODERATE,57.65,64.06,57.0,65.76,46.52,51.94,54.12,36.56,CompB-003,Black/Orange-Brown,Very High,7975,1.691,Very High,Melt-Cast Mixture,Enhanced monitoring and caution advised
2025-10-03 03:40:30,Bongaigaon Refinery,Assam,CRITICAL,82.4,90.82,81.56,78.51,83.92,83.88,71.69,74.63,NG-009,Orange/Brown NOx,Very High,7590,1.618,Very High,Nitrate Ester Secondary Explosive,Immediate evacuation and EOD deployment
2025-10-03 04:26:39,Churachandpur Border,Manipur,HIGH,69.84,86.97,63.3,65.24,72.29,74.51,49.36,55.47,PETN-003,Orange/Brown NOx,Very High,8430,1.776,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-10-03 05:24:46,Jowai Checkpoint,Meghalaya,CRITICAL,84.44,89.29,76.1,84.52,89.37,88.58,83.46,77.11,C4-002,Black/Orange-Brown,Very High,8086,1.664,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-03 06:52:42,Jorhat District,Assam,HIGH,60.89,74.22,53.09,61.24,65.81,59.03,46.03,47.6,WaterGel-005,Orange/Brown NOx,Medium,4300,1.21,Medium to High,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-10-03 07:16:09,Kokrajhar Border,Assam,MODERATE,47.82,59.94,61.0,44.85,32.98,46.86,22.03,29.51,Dynamite,Orange/Brown NOx,Medium,4550,1.5,High to Very High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-10-03 10:58:29,Kailashahar Checkpoint,Tripura,MODERATE,44.42,44.38,53.92,49.48,43.84,41.65,27.31,27.21,HMTD-002,Unknown,Medium,3970,1.574,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-10-03 11:35:31,Jowai Checkpoint,Meghalaya,CRITICAL,85.95,92.16,92.43,89.48,76.85,80.62,71.91,71.81,Semtex-007,Orange/Brown NOx,Very High,7615,1.509,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-03 11:50:10,Peren Border,Nagaland,LOW,27.71,43.67,12.43,43.75,18.12,26.34,0.0,22.2,PETN,Orange/Brown NOx,Very High,8400,1.77,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-10-03 12:11:45,Senapati Checkpoint,Manipur,HIGH,69.09,72.63,79.15,68.54,64.07,70.12,50.59,58.33,LeadAzide-003,Unknown,High,5330,4.716,Medium,Primary Explosive,Route diversion and increased surveillance
2025-10-03 12:19:05,Silchar Airport,Assam,HIGH,72.62,74.76,77.55,74.47,69.52,75.72,59.83,60.37,CompB-002,Black/Orange-Brown,Very High,7965,1.689,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-10-03 13:59:16,Wokha Checkpoint,Nagaland,HIGH,68.45,79.6,63.56,60.14,74.84,65.55,69.8,55.76,CompB-007,Black/Orange-Brown,Very High,8015,1.699,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-10-03 16:06:59,Thoubal Checkpoint,Manipur,CRITICAL,86.1,99.92,87.05,75.41,88.44,87.84,72.5,75.04,HMX-006,Orange/Brown NOx,Very High,9160,1.922,Extremely High,Nitramine Secondary Explosive,Immediate evacuation and EOD deployment
2025-10-03 17:20:03,Champhai Border,Mizoram,HIGH,68.7,72.16,86.87,54.42,60.92,70.97,64.29,55.62,RDX-004,Orange/Brown NOx,Very High,8790,1.828,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-10-03 22:33:37,Itanagar Capital,Arunachal Pradesh,MODERATE,57.32,67.55,64.02,64.89,48.42,51.66,29.59,33.71,HMX-002,Orange/Brown NOx,Very High,9120,1.914,Extremely High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-10-03 23:40:56,Bishnupur District,Manipur,HIGH,66.1,82.43,63.83,55.95,57.61,70.69,58.19,57.69,Emulsions,Orange/Brown NOx,High,5100,1.225,Medium to High,Water-Based Blasting Agent/Explosive,Route diversion and increased surveillance
2025-10-04 01:01:42,Dharmanagar Border,Tripura,CRITICAL,83.89,91.08,82.57,86.82,81.94,80.75,71.44,76.53,C4-002,Black/Orange-Brown,Very High,8086,1.664,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-04 02:52:14,Udaipur District,Tripura,CRITICAL,82.09,90.19,91.97,69.63,71.33,83.14,79.92,75.73,TATP-003,Unknown,High,5330,1.186,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-10-04 02:58:17,Zunheboto Hills,Nagaland,LOW,27.25,47.0,19.4,40.92,8.63,20.8,3.22,3.35,Semtex-003,Orange/Brown NOx,Very High,7575,1.501,Very High,Plastic Explosive (PBX),Standard patrol procedures
2025-10-04 03:14:31,Ziro Valley,Arunachal Pradesh,CRITICAL,82.48,84.39,75.6,94.56,75.58,85.82,72.84,78.53,C4-005,Black/Orange-Brown,Very High,8116,1.67,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-04 04:29:18,Itanagar Capital,Arunachal Pradesh,MODERATE,45.89,49.84,48.98,39.62,46.29,55.6,39.9,30.65,Dynamite-003,Orange/Brown NOx,Medium,4580,1.506,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-10-04 04:56:18,Imphal City Center,Manipur,MODERATE,38.93,42.05,44.66,28.86,40.0,43.39,36.98,33.47,Water Gels/Slurries,Orange/Brown NOx,Medium,4250,1.2,Medium to High,Water-Based Blasting Agent/Explosive,Enhanced monitoring and caution advised
2025-10-04 05:19:22,Thoubal Checkpoint,Manipur,MODERATE,53.19,61.15,56.34,40.78,52.37,59.04,54.36,37.97,TNT-004,Black/Orange-Brown,High,6940,1.658,High,Nitroaromatic Secondary Explosive,Enhanced monitoring and caution advised
2025-10-04 06:51:35,Dawki Border,Meghalaya,HIGH,71.9,75.45,67.82,81.61,70.87,71.0,59.59,60.18,NG-007,Orange/Brown NOx,Very High,7570,1.614,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-10-04 08:32:26,Tura Town,Meghalaya,CRITICAL,81.61,84.02,88.1,83.87,86.68,78.57,63.2,67.29,Urea Nitrate,Unknown,Medium,4050,1.67,Similar to,High Explosive; HME,Immediate evacuation and EOD deployment
2025-10-04 08:55:17,Tawang Border,Arunachal Pradesh,CRITICAL,79.51,92.17,71.07,84.75,73.84,84.85,61.18,66.33,TNT,Black/Orange-Brown,High,6900,1.65,High,Nitroaromatic Secondary Explosive,Immediate evacuation and EOD deployment
2025-10-04 11:43:36,Zunheboto Hills,Nagaland,HIGH,65.65,67.4,76.28,64.46,54.84,61.39,66.44,47.68,Dynamite-003,Orange/Brown NOx,Medium,4580,1.506,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-10-04 14:03:30,Tura Town,Meghalaya,CRITICAL,88.9,99.59,79.43,93.18,87.85,88.11,79.25,79.09,Semtex-005,Orange/Brown NOx,Very High,7595,1.505,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-04 15:33:20,Lunglei Town,Mizoram,LOW,27.89,18.02,32.99,38.6,37.51,32.86,10.44,19.65,LeadAzide-001,Unknown,High,5310,4.712,Medium,Primary Explosive,Standard patrol procedures
2025-10-04 16:35:49,Moreh Border Post,Manipur,CRITICAL,83.5,87.38,98.58,76.0,80.58,83.88,63.03,79.74,C4-004,Black/Orange-Brown,Very High,8106,1.668,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-04 17:35:06,Jowai Checkpoint,Meghalaya,HIGH,68.68,76.53,77.37,70.27,54.18,71.73,49.82,48.84,Dynamite-004,Orange/Brown NOx,Medium,4590,1.508,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-10-04 18:24:01,Sabroom Border Post,Tripura,CRITICAL,78.7,83.23,80.18,90.5,73.56,72.1,60.49,62.71,MercuryFulminate-006,Unknown,Medium,4310,4.432,Medium,Primary Explosive,Immediate evacuation and EOD deployment
2025-10-04 18:31:01,Mon Border Area,Nagaland,MODERATE,53.89,61.52,40.48,66.42,48.66,62.35,41.67,37.3,HMX-009,Orange/Brown NOx,Very High,9190,1.928,Extremely High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-10-04 19:26:14,Agartala City,Tripura,HIGH,69.03,74.96,76.26,66.86,69.08,66.1,51.21,60.58,CompB-001,Black/Orange-Brown,Very High,7955,1.687,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-10-04 22:49:57,Imphal City Center,Manipur,MODERATE,47.15,50.38,59.36,41.52,48.28,56.4,25.14,27.99,HMTD,Unknown,Medium,3950,1.57,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-10-04 23:41:34,Guwahati City,Assam,MODERATE,38.51,40.15,44.88,31.08,36.67,45.52,31.51,38.15,BlackPowder-009,White vapor,Low,445,1.693,Medium,Low Explosive,Enhanced monitoring and caution advised
2025-10-04 23:49:51,Mokokchung Town,Nagaland,HIGH,69.39,73.63,80.51,63.45,64.35,67.62,58.78,62.32,LeadAzide-001,Unknown,High,5310,4.712,Medium,Primary Explosive,Route diversion and increased surveillance
2025-10-05 00:32:57,Tura Town,Meghalaya,CRITICAL,84.21,84.87,89.46,89.87,83.09,77.4,74.06,73.5,Emulsions,Orange/Brown NOx,High,5100,1.225,Medium to High,Water-Based Blasting Agent/Explosive,Immediate evacuation and EOD deployment
2025-10-05 01:12:43,Bongaigaon Refinery,Assam,CRITICAL,85.27,91.79,98.11,81.26,76.58,86.42,66.89,69.26,CompB-001,Black/Orange-Brown,Very High,7955,1.687,Very High,Melt-Cast Mixture,Immediate evacuation and EOD deployment
2025-10-05 01:45:13,Dibrugarh Oil Town,Assam,LOW,27.07,34.95,37.27,28.38,22.25,18.7,4.13,13.93,NG-002,Orange/Brown NOx,Very High,7520,1.604,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-10-05 04:10:03,Zunheboto Hills,Nagaland,MODERATE,40.87,57.28,31.6,29.35,31.72,47.01,44.28,41.18,BlackPowder-002,White vapor,Low,410,1.679,Medium,Low Explosive,Enhanced monitoring and caution advised
2025-10-05 05:27:36,Ziro Valley,Arunachal Pradesh,MODERATE,48.47,62.05,48.4,41.17,37.53,53.43,40.15,38.59,Dynamite-005,Orange/Brown NOx,Medium,4600,1.51,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-10-05 06:35:36,Peren Border,Nagaland,LOW,31.79,46.58,17.79,39.88,32.85,14.08,27.53,23.39,TATP-006,Unknown,High,5360,1.192,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-10-05 07:03:31,Williamnagar Border,Meghalaya,LOW,16.59,15.39,11.9,25.19,14.9,22.95,2.9,24.98,WaterGel-007,Orange/Brown NOx,Medium,4320,1.214,Medium,Water-Based Blasting Agent,Standard patrol procedures
2025-10-05 07:34:24,Agartala City,Tripura,HIGH,71.58,78.95,63.82,77.17,73.13,77.37,58.89,54.06,PETN-003,Orange/Brown NOx,Very High,8430,1.776,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-10-05 09:50:02,Dharmanagar Border,Tripura,LOW,22.3,35.25,29.07,8.8,11.74,41.0,2.27,8.24,CompB-002,Black/Orange-Brown,Very High,7965,1.689,Very High,Melt-Cast Mixture,Standard patrol procedures
2025-10-05 10:47:01,Longleng Checkpoint,Nagaland,HIGH,70.48,71.79,86.72,67.29,59.17,73.75,51.31,66.17,Composition B,Black/Orange-Brown,Very High,7945,1.685,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-10-05 11:36:44,Cherrapunji Hills,Meghalaya,HIGH,72.79,81.17,82.13,62.71,70.18,65.65,66.09,66.74,PETN-007,Orange/Brown NOx,Very High,8470,1.784,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-10-05 11:59:47,Cherrapunji Hills,Meghalaya,HIGH,66.04,70.29,79.51,61.68,54.93,60.79,58.04,56.98,HMTD-009,Unknown,Medium,4040,1.588,N/A (Primary),Primary Explosive; HME,Route diversion and increased surveillance
2025-10-05 12:14:47,Longleng Checkpoint,Nagaland,HIGH,69.62,71.71,69.9,76.47,76.16,65.09,54.65,56.62,RDX-008,Orange/Brown NOx,Very High,8830,1.836,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-10-05 14:42:44,Senapati Checkpoint,Manipur,HIGH,64.13,71.48,66.21,61.69,65.6,58.66,52.1,60.97,ANFO-005,Orange/Brown NOx,Medium,3500,0.885,Low to Medium,Blasting Agent,Route diversion and increased surveillance
2025-10-05 15:09:00,Cherrapunji Hills,Meghalaya,CRITICAL,84.15,84.2,82.67,92.7,83.56,81.84,76.83,76.09,HMX-009,Orange/Brown NOx,Very High,9190,1.928,Extremely High,Nitramine Secondary Explosive,Immediate evacuation and EOD deployment
2025-10-05 17:31:07,Guwahati City,Assam,HIGH,64.61,75.52,65.53,62.85,55.32,64.14,55.25,51.68,ANFO-005,Orange/Brown NOx,Medium,3500,0.885,Low to Medium,Blasting Agent,Route diversion and increased surveillance
2025-10-05 20:23:39,Lunglei Town,Mizoram,MODERATE,49.5,45.85,58.97,50.67,47.77,56.91,36.2,40.38,HMTD-005,Unknown,Medium,4000,1.58,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-10-06 00:52:19,Cherrapunji Hills,Meghalaya,HIGH,68.75,74.36,68.3,70.6,59.69,67.82,66.67,59.28,C4-007,Black/Orange-Brown,Very High,8136,1.674,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-10-06 01:00:53,Jiribam Railway Station,Manipur,CRITICAL,78.91,97.36,71.51,74.12,75.79,75.36,63.9,78.75,TATP-001,Unknown,High,5310,1.182,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-10-06 01:10:17,Baghmara District,Meghalaya,MODERATE,51.42,61.48,63.84,44.61,47.19,45.53,28.74,44.28,Emulsion-001,Orange/Brown NOx,High,5110,1.227,Medium to High,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-10-06 05:19:04,Mon Border Area,Nagaland,HIGH,62.43,67.57,55.44,75.16,55.37,60.32,52.16,52.67,Emulsion-005,Orange/Brown NOx,High,5150,1.235,High,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-10-06 05:23:01,Tura Town,Meghalaya,CRITICAL,86.48,98.64,78.35,86.52,82.41,87.45,82.42,72.3,CompB-007,Black/Orange-Brown,Very High,8015,1.699,Very High,Melt-Cast Mixture,Immediate evacuation and EOD deployment
2025-10-06 05:49:02,Khowai Junction,Tripura,HIGH,68.63,87.97,60.03,61.57,67.21,64.73,57.39,67.63,HMX-008,Orange/Brown NOx,Very High,9180,1.926,Extremely High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-10-06 06:28:39,Kailashahar Checkpoint,Tripura,HIGH,66.76,75.56,59.27,62.32,65.79,68.09,70.48,62.22,CompB-005,Black/Orange-Brown,Very High,7995,1.695,Very High,Melt-Cast Mixture,Route diversion and increased surveillance
2025-10-06 06:33:26,Dimapur Junction,Nagaland,CRITICAL,82.2,87.89,95.89,70.52,81.16,82.73,69.23,72.57,Dynamite,Orange/Brown NOx,Medium,4550,1.5,High to Very High,Nitroglycerin-Based Mixture,Immediate evacuation and EOD deployment
2025-10-06 07:57:10,Tura Town,Meghalaya,MODERATE,43.01,62.7,32.19,39.64,42.63,46.17,24.96,31.82,ANFO-006,Orange/Brown NOx,Medium,3510,0.887,Low to Medium,Blasting Agent,Enhanced monitoring and caution advised
2025-10-06 08:02:05,Tuensang District,Nagaland,HIGH,71.31,79.99,85.0,64.26,59.59,63.32,59.48,64.51,C4-002,Black/Orange-Brown,Very High,8086,1.664,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-10-06 09:11:08,Belonia Checkpoint,Tripura,MODERATE,48.55,51.48,59.81,41.5,48.12,48.53,38.23,38.65,Semtex-002,Orange/Brown NOx,Very High,7565,1.499,Very High,Plastic Explosive (PBX),Enhanced monitoring and caution advised
2025-10-06 10:09:23,Phek District,Nagaland,MODERATE,48.47,55.28,60.86,36.16,41.63,48.9,40.46,42.88,LeadAzide-002,Unknown,High,5320,4.714,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-10-06 12:10:44,Bishnupur District,Manipur,MODERATE,42.58,54.86,45.93,35.68,34.73,43.82,26.76,40.22,BlackPowder-010,White vapor,Low,450,1.695,Medium,Low Explosive,Enhanced monitoring and caution advised
2025-10-06 12:56:05,Dimapur Junction,Nagaland,HIGH,67.33,73.27,77.74,62.84,58.6,61.88,62.05,52.99,ANFO,Orange/Brown NOx,Medium,3450,0.875,Low to Medium,Blasting Agent,Route diversion and increased surveillance
2025-10-06 14:31:44,Jorhat District,Assam,LOW,26.55,31.62,41.0,37.32,3.4,24.4,0.0,4.08,ANFO-007,Orange/Brown NOx,Medium,3520,0.889,Low to Medium,Blasting Agent,Standard patrol procedures
2025-10-06 15:38:31,Thoubal Checkpoint,Manipur,LOW,22.3,15.41,39.43,19.9,25.85,34.52,0.0,10.91,HMTD-005,Unknown,Medium,4000,1.58,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-10-06 16:05:41,Saiha District,Mizoram,MODERATE,46.58,46.26,43.63,58.88,53.68,44.88,28.03,37.04,HMTD-010,Unknown,Medium,4050,1.59,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-10-06 16:44:40,Baghmara District,Meghalaya,CRITICAL,82.52,86.81,98.03,70.42,85.83,81.05,69.28,70.24,PETN-003,Orange/Brown NOx,Very High,8430,1.776,Very High,Nitrate Ester Secondary Explosive,Immediate evacuation and EOD deployment
2025-10-06 17:43:21,Dharmanagar Border,Tripura,LOW,22.87,25.49,32.44,13.71,29.29,13.15,19.37,21.81,LeadAzide-002,Unknown,High,5320,4.714,Medium,Primary Explosive,Standard patrol procedures
2025-10-06 18:45:29,Guwahati City,Assam,CRITICAL,80.01,90.11,79.53,76.29,78.31,72.35,76.77,71.54,ANFO-008,Orange/Brown NOx,Medium,3530,0.891,Low,Blasting Agent,Immediate evacuation and EOD deployment
2025-10-06 19:06:48,Ziro Valley,Arunachal Pradesh,LOW,21.01,16.68,19.4,33.43,14.33,23.92,12.63,23.65,Dynamite-005,Orange/Brown NOx,Medium,4600,1.51,High,Nitroglycerin-Based Mixture,Standard patrol procedures
2025-10-06 23:38:49,Jorhat District,Assam,HIGH,72.75,77.23,80.78,68.83,69.35,70.51,66.09,58.63,WaterGel-004,Orange/Brown NOx,Medium,4290,1.208,Medium,Water-Based Blasting Agent,Route diversion and increased surveillance
2025-10-06 23:52:14,Kailashahar Checkpoint,Tripura,MODERATE,50.92,48.53,44.41,64.56,44.68,58.67,42.1,48.95,Emulsion-001,Orange/Brown NOx,High,5110,1.227,Medium to High,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-10-06 23:54:06,Mokokchung Town,Nagaland,MODERATE,49.26,50.84,41.11,61.24,42.93,49.86,47.75,40.51,MercuryFulminate-004,Unknown,Medium,4290,4.428,Medium,Primary Explosive,Enhanced monitoring and caution advised
2025-10-07 00:05:34,Lunglei Town,Mizoram,HIGH,72.94,82.73,74.06,75.04,64.89,75.6,56.06,55.71,RDX-005,Orange/Brown NOx,Very High,8800,1.83,Very High,Nitramine Secondary Explosive,Route diversion and increased surveillance
2025-10-07 02:21:46,Udaipur District,Tripura,LOW,18.14,28.39,19.98,19.22,12.37,9.54,0.0,20.29,Water Gels/Slurries,Orange/Brown NOx,Medium,4250,1.2,Medium to High,Water-Based Blasting Agent/Explosive,Standard patrol procedures
2025-10-07 04:48:53,Baghmara District,Meghalaya,LOW,25.93,49.25,12.73,20.09,14.9,33.85,9.43,24.73,RDX,Orange/Brown NOx,Very High,8750,1.82,Very High,Nitramine Secondary Explosive,Standard patrol procedures
2025-10-07 04:58:19,Dimapur Junction,Nagaland,MODERATE,57.76,64.57,53.95,64.16,58.73,56.33,41.28,47.22,RDX,Orange/Brown NOx,Very High,8750,1.82,Very High,Nitramine Secondary Explosive,Enhanced monitoring and caution advised
2025-10-07 06:02:33,Agartala City,Tripura,LOW,15.23,24.94,26.4,0.0,29.59,7.53,0.0,0.0,WaterGel-003,Orange/Brown NOx,Medium,4280,1.206,Medium to High,Water-Based Blasting Agent,Standard patrol procedures
2025-10-07 06:03:11,Belonia Checkpoint,Tripura,MODERATE,52.06,48.71,69.62,53.22,53.41,46.12,32.48,42.18,Semtex-002,Orange/Brown NOx,Very High,7565,1.499,Very High,Plastic Explosive (PBX),Enhanced monitoring and caution advised
2025-10-07 08:18:25,Haflong Hills,Assam,HIGH,62.97,66.35,67.88,58.31,58.9,68.04,53.63,61.74,Dynamite-001,Orange/Brown NOx,Medium,4560,1.502,High,Nitroglycerin-Based Mixture,Route diversion and increased surveillance
2025-10-07 09:22:26,Tuensang District,Nagaland,MODERATE,49.74,62.81,57.19,45.87,38.85,42.95,37.5,29.91,BlackPowder-010,White vapor,Low,450,1.695,Medium,Low Explosive,Enhanced monitoring and caution advised
2025-10-07 11:07:48,Saiha District,Mizoram,CRITICAL,82.05,95.94,78.44,75.45,84.89,77.64,75.68,69.32,ANFO-006,Orange/Brown NOx,Medium,3510,0.887,Low to Medium,Blasting Agent,Immediate evacuation and EOD deployment
2025-10-07 11:22:09,Khowai Junction,Tripura,LOW,20.82,15.33,35.57,10.62,4.56,32.41,31.62,17.76,MercuryFulminate-007,Unknown,Medium,4320,4.434,Medium,Primary Explosive,Standard patrol procedures
2025-10-07 11:41:34,Guwahati City,Assam,HIGH,68.45,70.2,76.49,70.23,61.13,66.69,56.64,62.16,C4-007,Black/Orange-Brown,Very High,8136,1.674,Very High,Plastic Explosive (PBX),Route diversion and increased surveillance
2025-10-07 13:14:38,Jowai Checkpoint,Meghalaya,CRITICAL,82.82,93.07,71.86,86.84,83.64,81.11,80.07,66.53,TATP-006,Unknown,High,5360,1.192,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-10-07 13:56:00,Tezpur Airbase,Assam,HIGH,69.59,77.51,73.57,68.15,68.73,64.91,57.12,55.8,MercuryFulminate-002,Unknown,Medium,4270,4.424,Medium,Primary Explosive,Route diversion and increased surveillance
2025-10-07 15:13:24,Tuensang District,Nagaland,CRITICAL,80.33,94.36,76.92,79.45,72.92,76.8,71.98,65.86,ANFO-001,Orange/Brown NOx,Medium,3460,0.877,Low to Medium,Blasting Agent,Immediate evacuation and EOD deployment
2025-10-07 15:58:40,Ziro Valley,Arunachal Pradesh,HIGH,72.25,69.29,76.38,81.5,62.31,73.19,70.86,54.42,PETN-004,Orange/Brown NOx,Very High,8440,1.778,Very High,Nitrate Ester Secondary Explosive,Route diversion and increased surveillance
2025-10-07 16:00:24,Williamnagar Border,Meghalaya,MODERATE,56.05,57.69,60.04,67.17,42.28,56.08,44.71,37.67,NG-001,Orange/Brown NOx,Very High,7510,1.602,Very High,Nitrate Ester Secondary Explosive,Enhanced monitoring and caution advised
2025-10-07 16:46:59,Wokha Checkpoint,Nagaland,LOW,28.23,33.9,24.86,17.13,42.37,30.3,25.66,30.45,PETN-002,Orange/Brown NOx,Very High,8420,1.774,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-10-07 17:56:55,Mon Border Area,Nagaland,MODERATE,42.78,43.52,45.0,38.98,54.37,44.7,37.87,28.17,Dynamite-007,Orange/Brown NOx,Medium,4620,1.514,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-10-07 17:57:26,Moreh Border Post,Manipur,MODERATE,49.81,57.67,39.45,52.54,55.71,51.44,42.65,40.33,WaterGel-003,Orange/Brown NOx,Medium,4280,1.206,Medium to High,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-10-07 18:59:32,Mokokchung Town,Nagaland,CRITICAL,85.83,96.7,92.0,78.87,75.93,82.83,77.36,77.37,C4-010,Black/Orange-Brown,Very High,8166,1.68,Very High,Plastic Explosive (PBX),Immediate evacuation and EOD deployment
2025-10-07 19:11:17,Nongpoh Junction,Meghalaya,CRITICAL,81.76,92.35,96.65,64.79,80.56,83.87,61.89,75.06,Dynamite-006,Orange/Brown NOx,Medium,4610,1.512,High,Nitroglycerin-Based Mixture,Immediate evacuation and EOD deployment
2025-10-07 19:59:04,Mokokchung Town,Nagaland,LOW,26.37,22.67,28.27,27.77,12.48,39.12,29.74,27.29,NG-004,Orange/Brown NOx,Very High,7540,1.608,Very High,Nitrate Ester Secondary Explosive,Standard patrol procedures
2025-10-07 20:12:13,Bishnupur District,Manipur,LOW,21.45,44.27,19.85,4.13,28.0,23.73,0.13,7.98,Dynamite-010,Orange/Brown NOx,Medium,4650,1.52,High,Nitroglycerin-Based Mixture,Standard patrol procedures
2025-10-07 20:46:23,Haflong Hills,Assam,CRITICAL,78.07,77.01,76.04,85.61,81.35,82.35,66.54,69.33,HMTD-003,Unknown,Medium,3980,1.576,N/A (Primary),Primary Explosive; HME,Immediate evacuation and EOD deployment
2025-10-07 21:02:51,Nongpoh Junction,Meghalaya,CRITICAL,70.84,77.44,76.07,62.2,67.69,71.7,62.36,73.12,BlackPowder-001,White vapor,Low,405,1.677,Medium,Low Explosive,Immediate evacuation and EOD deployment
2025-10-08 00:49:34,Baghmara District,Meghalaya,MODERATE,50.63,47.44,67.35,36.41,51.89,56.15,51.5,41.31,Emulsion-010,Orange/Brown NOx,High,5200,1.245,Medium,Water-Based Blasting Agent,Enhanced monitoring and caution advised
2025-10-08 01:20:41,Bishnupur District,Manipur,LOW,34.61,41.41,47.26,37.58,39.0,20.77,1.48,23.17,Emulsion-005,Orange/Brown NOx,High,5150,1.235,High,Water-Based Blasting Agent,Standard patrol procedures
2025-10-08 01:56:36,Imphal Airport Road,Manipur,LOW,30.62,48.66,28.84,17.77,34.88,30.71,13.66,24.09,TATP-006,Unknown,High,5360,1.192,N/A (Primary),Primary Explosive; HME,Standard patrol procedures
2025-10-08 02:30:16,Senapati Checkpoint,Manipur,MODERATE,49.76,60.18,60.83,37.07,48.55,44.59,43.99,28.48,Dynamite-001,Orange/Brown NOx,Medium,4560,1.502,High,Nitroglycerin-Based Mixture,Enhanced monitoring and caution advised
2025-10-08 02:39:35,Imphal City Center,Manipur,MODERATE,52.55,56.79,67.81,34.18,49.0,57.22,52.17,42.31,TATP-008,Unknown,High,5380,1.196,N/A (Primary),Primary Explosive; HME,Enhanced monitoring and caution advised
2025-10-08 03:23:33,Phek District,Nagaland,MODERATE,48.95,48.87,48.9,52.6,40.1,60.42,47.04,33.53,CompB-009,Black/Orange-Brown,Very High,8035,1.703,Very High,Melt-Cast Mixture,Enhanced monitoring and caution advised
2025-10-08 03:25:43,Baghmara District,Meghalaya,CRITICAL,75.03,77.68,90.52,64.16,72.32,81.64,60.86,63.75,Dynamite-009,Orange/Brown NOx,Medium,4640,1.518,Medium to High,Nitroglycerin-Based Mixture,Immediate evacuation and EOD deployment
2025-10-08 03:33:19,Imphal Airport Road,Manipur,CRITICAL,85.86,85.29,95.67,84.77,82.76,89.33,74.69,75.36,TNT-004,Black/Orange-Brown,High,6940,1.658,High,Nitroaromatic Secondary Explosive,Immediate evacuation and EOD deployment
