Timestamp,Location,State,Threat_Level,Threat_Probability,Fume_Detection,Metal_Detection,GPR_Reading,Ground_CV,Drone_CV,Disturbance,Thermal,Explosive_Type,Fume_Signature,Danger_Level,Detonation_Velocity,Density,Brisance,Explosive_Class,Action
2025-08-31 00:57:32,Phek District,Nagaland,LOW,26.9,39.66,25.58,25.38,45.85,31.79,40.65,12.31,Unknown-145,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 01:03:32,Kailashahar Checkpoint,Tripura,LOW,10.01,25.08,13.78,47.79,33.61,54.73,0.0,0.0,Unknown-92,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-08-31 01:43:32,Baghmara District,Meghalaya,CRITICAL,79.0,73.55,72.24,47.32,12.68,99.98,62.8,0.0,Unknown-119,Unknown,Medium,5000,1.5,High,Unknown,Immediate evacuation and EOD deployment
2025-08-31 01:50:32,Imphal Airport Road,Manipur,HIGH,58.47,68.44,37.9,58.69,43.05,53.18,50.84,20.8,Unknown-29,Unknown,Medium,5000,1.5,Extremely High,Unknown,Route diversion and increased surveillance
2025-08-31 03:12:32,Haflong Hills,Assam,LOW,17.87,10.82,5.0,18.45,32.59,0.0,0.0,10.08,Unknown-140,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 03:56:32,Dibrugarh Oil Town,Assam,MODERATE,35.12,32.44,17.25,52.49,40.14,36.57,75.82,22.9,Unknown-184,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-08-31 05:10:32,Ziro Valley,Arunachal Pradesh,MODERATE,45.0,34.25,37.93,49.72,13.03,22.45,67.74,13.2,Unknown-158,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-08-31 05:16:32,Tawang Border,Arunachal Pradesh,LOW,5.34,6.04,0.0,23.22,17.97,20.25,18.2,28.32,Unknown-184,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-08-31 05:20:32,Churachandpur Border,Manipur,CRITICAL,89.54,83.23,76.11,100.0,80.0,48.77,40.29,40.23,Unknown-135,Unknown,Medium,5000,1.5,,Unknown,Immediate evacuation and EOD deployment
2025-08-31 05:23:32,Thoubal Checkpoint,Manipur,MODERATE,43.56,52.46,58.24,60.19,24.73,16.61,44.55,32.42,Unknown-25,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-08-31 05:41:32,Bongaigaon Refinery,Assam,MODERATE,36.97,46.5,26.23,40.5,31.34,64.74,26.8,24.14,Unknown-105,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Enhanced monitoring and caution advised
2025-08-31 06:05:32,Jowai Checkpoint,Meghalaya,LOW,22.58,27.77,13.64,20.47,13.66,19.0,18.59,55.76,Unknown-174,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-08-31 06:44:32,Dharmanagar Border,Tripura,LOW,24.9,42.14,32.65,26.04,10.04,16.49,23.04,6.11,Unknown-138,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 06:56:32,Shillong City Center,Meghalaya,LOW,29.64,43.77,34.84,45.14,21.37,46.52,0.0,16.37,Unknown-112,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-08-31 08:25:32,Tura Town,Meghalaya,LOW,20.47,18.96,37.06,8.28,28.13,21.95,31.49,1.04,Unknown-15,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 09:40:32,Belonia Checkpoint,Tripura,MODERATE,49.15,58.5,39.55,41.28,17.21,63.19,58.83,30.73,Unknown-23,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-08-31 10:18:32,Williamnagar Border,Meghalaya,LOW,29.27,42.12,5.29,53.34,22.16,37.79,21.65,0.0,Unknown-75,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 11:38:32,Kakching District,Manipur,MODERATE,48.41,34.8,34.18,64.57,37.36,49.02,6.21,17.69,Unknown-147,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-08-31 11:42:32,Zunheboto Hills,Nagaland,LOW,23.45,23.97,42.37,11.16,0.0,39.22,26.79,19.59,Unknown-172,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-08-31 11:57:32,Lunglei Town,Mizoram,MODERATE,44.9,55.37,34.13,38.44,24.37,46.12,79.49,0.0,Unknown-24,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-08-31 11:58:32,Nongpoh Junction,Meghalaya,LOW,23.15,46.0,20.29,12.52,36.26,21.27,11.01,9.79,Unknown-83,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 14:22:32,Dawki Border,Meghalaya,MODERATE,41.54,58.22,13.5,49.02,33.71,38.1,56.61,10.9,Unknown-80,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-08-31 14:42:32,Zunheboto Hills,Nagaland,MODERATE,54.56,92.81,37.6,19.0,1.68,37.79,41.88,0.0,Unknown-21,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-08-31 14:51:32,Mon Border Area,Nagaland,MODERATE,44.67,37.53,91.14,34.47,0.0,21.2,35.56,17.13,Unknown-143,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-08-31 15:08:32,Agartala City,Tripura,LOW,32.35,33.05,29.14,48.22,36.11,12.78,53.2,0.0,Unknown-77,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 16:46:32,Ziro Valley,Arunachal Pradesh,LOW,13.92,22.48,0.0,0.0,8.86,99.06,0.0,0.0,Unknown-43,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 17:06:32,Imphal City Center,Manipur,LOW,17.47,3.16,11.02,37.24,0.28,9.63,38.95,24.04,Unknown-134,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 17:19:32,Imphal Airport Road,Manipur,MODERATE,42.25,55.18,12.36,43.24,26.96,46.56,57.75,22.35,Unknown-132,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-08-31 17:42:32,Thoubal Checkpoint,Manipur,LOW,30.66,56.67,5.9,41.4,3.34,56.71,59.56,61.55,Unknown-132,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 18:02:32,Agartala City,Tripura,MODERATE,44.73,47.06,47.56,33.84,56.21,51.68,74.52,13.41,Unknown-33,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-08-31 18:46:32,Senapati Checkpoint,Manipur,LOW,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.38,Unknown-161,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 19:02:32,Itanagar Capital,Arunachal Pradesh,LOW,19.86,53.23,23.31,8.65,36.27,6.89,12.89,23.37,Unknown-162,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-08-31 19:04:32,Dibrugarh Oil Town,Assam,MODERATE,46.53,40.61,46.41,37.74,11.31,69.58,9.7,35.74,Unknown-112,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-08-31 19:13:32,Kohima City,Nagaland,LOW,9.62,26.13,17.01,5.83,44.7,41.36,16.72,1.41,Unknown-50,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 19:29:32,Mon Border Area,Nagaland,LOW,30.61,44.38,40.24,31.04,20.0,4.44,32.74,18.77,Unknown-65,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-08-31 20:03:32,Itanagar Capital,Arunachal Pradesh,MODERATE,35.82,20.48,14.38,92.07,14.38,20.73,32.82,17.17,Unknown-65,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-08-31 20:14:32,Tawang Border,Arunachal Pradesh,LOW,26.91,39.02,24.6,37.52,0.0,14.41,14.75,11.13,Unknown-110,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-08-31 20:25:32,Bishnupur District,Manipur,MODERATE,40.4,46.35,8.98,47.29,98.69,42.95,32.44,0.0,Unknown-62,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-08-31 21:17:32,Dimapur Junction,Nagaland,HIGH,61.57,40.96,52.43,66.17,28.56,88.15,42.51,56.13,Unknown-90,Unknown,Medium,5000,1.5,High,Unknown,Route diversion and increased surveillance
2025-08-31 22:50:32,Jiribam Railway Station,Manipur,LOW,17.75,11.94,0.0,28.59,36.49,36.69,7.67,39.88,Unknown-3,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-08-31 23:39:32,Dibrugarh Oil Town,Assam,MODERATE,42.75,49.56,0.0,41.66,42.92,95.05,12.2,13.08,Unknown-100,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Enhanced monitoring and caution advised
2025-09-01 00:20:32,Wokha Checkpoint,Nagaland,LOW,30.67,10.82,20.71,61.48,22.35,9.43,36.97,9.14,Unknown-158,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 00:37:32,Nongpoh Junction,Meghalaya,LOW,12.15,8.48,7.29,13.54,0.0,20.54,10.47,0.0,Unknown-13,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 01:05:32,Ziro Valley,Arunachal Pradesh,MODERATE,54.71,64.28,38.37,75.66,42.23,82.35,58.22,10.07,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 02:13:32,Dimapur Junction,Nagaland,CRITICAL,75.27,87.92,35.11,100.0,39.54,67.66,74.81,50.2,Unknown-105,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Immediate evacuation and EOD deployment
2025-09-01 03:09:32,Kohima City,Nagaland,LOW,17.96,24.97,13.07,21.39,24.09,0.0,0.0,16.54,Unknown-83,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 03:12:32,Kohima City,Nagaland,HIGH,62.84,69.09,31.61,60.29,65.07,65.71,84.32,80.93,Unknown-94,Unknown,Medium,5000,1.5,High,Unknown,Route diversion and increased surveillance
2025-09-01 03:25:32,Tura Town,Meghalaya,LOW,22.59,25.69,26.67,24.11,20.63,53.5,4.85,0.0,Unknown-158,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 03:26:32,Tuensang District,Nagaland,LOW,22.63,23.94,23.31,17.35,8.38,20.54,8.08,18.95,Unknown-97,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-09-01 03:33:32,Agartala City,Tripura,LOW,20.55,25.68,18.09,39.83,10.84,1.85,24.74,0.0,Unknown-47,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 03:42:32,Guwahati City,Assam,LOW,28.07,26.03,31.5,44.85,30.42,31.88,60.77,42.38,Unknown-109,Unknown,Medium,5000,1.5,Medium,Unknown,Standard patrol procedures
2025-09-01 03:43:32,Guwahati City,Assam,LOW,29.43,30.25,24.61,41.0,46.11,25.15,39.81,20.63,Unknown-56,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 03:58:32,Guwahati City,Assam,LOW,15.35,29.2,17.4,22.39,8.9,24.86,0.0,30.03,Unknown-158,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 04:20:32,Saiha District,Mizoram,LOW,35.29,47.49,22.77,44.19,52.28,37.85,52.4,56.18,Unknown-63,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 04:24:32,Kakching District,Manipur,LOW,29.36,19.6,11.97,13.65,20.91,0.45,66.12,0.0,Unknown-174,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-09-01 04:54:32,Phek District,Nagaland,HIGH,62.5,62.36,65.58,100.0,47.89,51.38,56.06,57.43,Unknown-58,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-01 05:14:32,Kakching District,Manipur,MODERATE,35.62,27.63,23.6,32.64,29.9,22.0,19.73,33.63,Unknown-46,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 05:18:32,Champhai Border,Mizoram,MODERATE,38.56,46.34,38.45,24.62,57.18,53.81,63.07,56.27,Unknown-150,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-09-01 05:52:32,Imphal Airport Road,Manipur,LOW,24.52,30.98,24.07,44.76,30.92,40.83,52.86,32.11,Unknown-11,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 05:53:32,Guwahati City,Assam,LOW,23.06,41.85,13.32,42.33,1.58,1.74,11.66,24.96,Unknown-134,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 07:13:32,Agartala City,Tripura,MODERATE,43.27,55.72,52.33,63.22,35.67,42.87,55.72,17.77,Unknown-60,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 07:17:32,Itanagar Capital,Arunachal Pradesh,MODERATE,38.77,21.75,8.7,25.66,35.52,24.56,88.92,33.34,Unknown-148,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-09-01 07:54:32,Tuensang District,Nagaland,HIGH,58.07,95.56,50.13,50.38,36.2,34.48,45.94,20.15,Unknown-62,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-01 09:21:32,Champhai Border,Mizoram,MODERATE,37.72,40.32,6.38,26.49,89.52,0.0,10.45,48.95,Unknown-22,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-09-01 09:24:32,Kokrajhar Border,Assam,MODERATE,38.08,23.18,23.73,50.86,20.19,40.95,27.69,0.0,Unknown-4,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
2025-09-01 09:41:32,Bongaigaon Refinery,Assam,CRITICAL,75.06,81.96,43.13,71.95,82.02,83.24,80.31,50.12,Unknown-152,Unknown,Medium,5000,1.5,,Unknown,Immediate evacuation and EOD deployment
2025-09-01 10:38:32,Tawang Border,Arunachal Pradesh,LOW,20.49,29.26,43.29,22.52,8.15,0.0,0.0,41.59,Unknown-39,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 10:55:32,Phek District,Nagaland,HIGH,62.69,75.58,16.37,62.25,30.34,69.18,79.01,52.45,Unknown-168,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Route diversion and increased surveillance
2025-09-01 11:09:32,Itanagar Capital,Arunachal Pradesh,CRITICAL,94.91,76.73,85.43,96.61,82.7,86.1,66.82,17.37,Unknown-84,Unknown,Medium,5000,1.5,Very High,Unknown,Immediate evacuation and EOD deployment
2025-09-01 12:35:32,Senapati Checkpoint,Manipur,HIGH,69.57,99.17,56.8,61.47,63.64,66.06,46.95,40.15,Unknown-78,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-01 13:26:32,Sabroom Border Post,Tripura,LOW,27.33,35.73,1.04,54.4,30.13,0.79,6.47,29.91,Unknown-101,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Standard patrol procedures
2025-09-01 13:37:32,Itanagar Capital,Arunachal Pradesh,LOW,21.27,9.39,24.29,21.52,42.8,0.0,28.63,15.52,Unknown-66,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 13:47:32,Bishnupur District,Manipur,MODERATE,36.3,69.25,13.48,33.48,39.0,6.95,33.03,18.65,Unknown-177,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-01 14:03:32,Thoubal Checkpoint,Manipur,HIGH,57.06,80.34,25.5,56.55,44.81,92.16,95.74,39.97,Unknown-136,Unknown,Medium,5000,1.5,,Unknown,Route diversion and increased surveillance
2025-09-01 14:07:32,Ukhrul Hills,Manipur,LOW,12.23,18.2,23.46,18.27,19.64,0.06,8.48,0.0,Unknown-47,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 14:17:32,Dawki Border,Meghalaya,LOW,13.26,18.26,0.0,0.0,11.02,0.0,0.0,25.01,Unknown-130,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-09-01 15:25:32,Itanagar Capital,Arunachal Pradesh,LOW,30.97,25.61,8.76,90.78,2.56,16.4,2.83,7.51,Unknown-54,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 16:05:32,Williamnagar Border,Meghalaya,MODERATE,34.05,40.18,0.0,37.81,25.31,57.92,67.44,0.0,Unknown-173,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-01 17:02:32,Shillong City Center,Meghalaya,LOW,33.24,44.84,14.87,43.48,49.42,48.71,45.63,0.48,Unknown-160,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 17:25:32,Saiha District,Mizoram,LOW,21.49,27.7,0.0,1.46,6.45,44.47,43.01,29.09,Unknown-88,Unknown,Medium,5000,1.5,High to Very High,Unknown,Standard patrol procedures
2025-09-01 18:15:32,Tuensang District,Nagaland,HIGH,66.84,76.11,29.01,92.5,42.58,55.42,74.38,100.0,Unknown-47,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-01 18:21:32,Agartala City,Tripura,HIGH,67.21,66.19,55.92,78.48,45.45,88.72,53.86,40.25,Unknown-120,Unknown,Medium,5000,1.5,Medium,Unknown,Route diversion and increased surveillance
2025-09-01 18:44:32,Cherrapunji Hills,Meghalaya,LOW,20.91,14.78,20.85,29.75,31.85,15.6,24.17,8.46,Unknown-80,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 18:53:32,Dawki Border,Meghalaya,MODERATE,39.46,61.31,13.48,54.21,39.57,61.59,86.09,0.0,Unknown-83,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 19:24:32,Jiribam Railway Station,Manipur,MODERATE,44.52,59.73,22.3,31.34,58.17,89.2,22.44,35.24,Unknown-48,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 19:36:32,Ziro Valley,Arunachal Pradesh,MODERATE,35.74,45.46,23.49,30.39,52.85,24.58,33.31,13.36,Unknown-70,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 19:54:32,Jorhat District,Assam,MODERATE,52.53,51.21,48.28,72.58,89.99,24.54,23.01,42.76,Unknown-12,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 20:12:32,Haflong Hills,Assam,LOW,30.61,28.06,5.78,30.7,26.6,33.52,20.42,4.26,Unknown-147,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 20:19:32,Agartala City,Tripura,LOW,17.27,24.21,24.91,12.24,24.5,8.37,36.28,28.43,Unknown-144,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-01 20:49:32,Tuensang District,Nagaland,HIGH,61.44,83.96,11.14,95.09,58.37,100.0,70.38,60.94,Unknown-73,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-01 20:57:32,Imphal City Center,Manipur,LOW,10.21,24.1,13.87,20.73,6.51,13.38,32.3,0.0,Unknown-62,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-01 20:58:32,Churachandpur Border,Manipur,MODERATE,40.17,39.51,32.94,45.4,54.77,40.37,64.16,47.04,Unknown-1,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
2025-09-01 21:21:32,Williamnagar Border,Meghalaya,LOW,29.19,32.75,10.51,28.23,41.97,47.84,22.46,8.77,Unknown-97,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-09-01 21:33:32,Khowai Junction,Tripura,MODERATE,45.71,43.96,49.84,37.77,98.56,32.7,30.77,37.63,Unknown-14,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-01 21:54:32,Tura Town,Meghalaya,MODERATE,42.41,62.24,48.71,44.18,29.55,16.24,23.51,56.63,Unknown-174,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-01 22:37:32,Belonia Checkpoint,Tripura,CRITICAL,85.86,58.8,62.92,56.67,75.75,96.7,73.25,53.38,Unknown-124,Unknown,Medium,5000,1.5,Medium to High,Unknown,Immediate evacuation and EOD deployment
2025-09-01 23:27:32,Silchar Airport,Assam,HIGH,58.02,60.27,60.45,74.38,94.41,4.09,71.48,55.01,Unknown-59,Unknown,Medium,5000,1.5,Very High,Unknown,Route diversion and increased surveillance
2025-09-02 02:10:32,Tezpur Airbase,Assam,LOW,28.92,41.3,13.46,33.84,24.85,59.12,35.36,4.34,Unknown-180,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-09-02 02:13:32,Lunglei Town,Mizoram,LOW,27.04,25.09,12.51,34.14,15.78,17.93,21.91,29.71,Unknown-46,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 02:23:32,Agartala City,Tripura,MODERATE,35.86,30.21,33.83,56.16,41.48,19.9,18.29,33.68,Unknown-25,Unknown,Medium,5000,1.5,Extremely High,Unknown,Enhanced monitoring and caution advised
2025-09-02 02:25:32,Shillong City Center,Meghalaya,MODERATE,51.91,65.1,14.14,46.33,56.2,46.21,46.09,73.52,Unknown-97,Unknown,Medium,5000,1.5,Medium to High,Unknown,Enhanced monitoring and caution advised
2025-09-02 03:24:32,Silchar Airport,Assam,LOW,24.76,14.57,0.0,7.01,55.27,10.75,63.55,0.0,Unknown-150,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-02 04:08:32,Tawang Border,Arunachal Pradesh,LOW,16.35,25.96,13.55,15.58,7.21,25.14,0.0,0.0,Unknown-33,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 04:49:32,Churachandpur Border,Manipur,LOW,26.44,29.92,0.0,30.85,18.63,7.22,30.18,0.0,Unknown-72,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 05:01:32,Tezpur Airbase,Assam,MODERATE,54.61,63.87,54.58,40.28,25.19,64.44,54.71,66.97,Unknown-46,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-02 05:07:32,Bishnupur District,Manipur,LOW,19.79,11.45,0.47,45.53,42.82,19.83,33.41,4.88,Unknown-138,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-02 05:44:32,Haflong Hills,Assam,CRITICAL,74.01,69.52,39.74,100.0,70.62,73.5,100.0,33.09,Unknown-58,Unknown,Medium,5000,1.5,Very High,Unknown,Immediate evacuation and EOD deployment
2025-09-02 06:02:32,Baghmara District,Meghalaya,MODERATE,41.94,45.42,12.75,60.56,9.05,69.03,43.47,35.23,Unknown-176,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-02 06:12:32,Baghmara District,Meghalaya,LOW,36.36,17.23,0.0,91.44,13.54,18.31,32.35,0.0,Unknown-129,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-09-02 08:18:32,Kokrajhar Border,Assam,LOW,30.81,32.95,47.83,28.69,0.0,56.46,43.42,11.56,Unknown-62,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 08:45:32,Khowai Junction,Tripura,MODERATE,32.77,25.46,34.47,22.54,32.88,89.12,5.84,20.12,Unknown-42,Unknown,Medium,5000,1.5,Very High,Unknown,Enhanced monitoring and caution advised
2025-09-02 08:47:32,Agartala City,Tripura,MODERATE,53.17,37.98,57.51,51.4,37.25,44.7,94.85,32.5,Unknown-144,Unknown,Medium,5000,1.5,,Unknown,Enhanced monitoring and caution advised
2025-09-02 08:57:32,Agartala City,Tripura,LOW,16.77,31.39,9.02,26.42,0.0,0.0,0.0,57.85,Unknown-17,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 09:11:32,Churachandpur Border,Manipur,LOW,15.01,11.65,0.0,50.4,36.52,12.04,4.61,24.99,Unknown-146,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-02 09:56:32,Moreh Border Post,Manipur,MODERATE,45.7,67.16,35.57,36.68,32.03,39.2,51.79,0.0,Unknown-168,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-02 10:14:32,Jiribam Railway Station,Manipur,LOW,7.72,0.0,4.62,1.66,0.0,0.0,53.22,27.96,Unknown-55,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 10:48:32,Phek District,Nagaland,MODERATE,41.04,45.57,60.87,43.15,21.47,46.6,58.99,53.87,Unknown-165,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Enhanced monitoring and caution advised
2025-09-02 11:21:32,Aizawl City,Mizoram,LOW,29.09,6.07,54.14,29.72,0.0,3.09,59.99,24.84,Unknown-183,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-09-02 11:21:32,Mokokchung Town,Nagaland,LOW,25.34,18.54,31.17,18.45,43.44,19.61,68.38,10.32,Unknown-51,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 11:55:32,Agartala City,Tripura,LOW,21.12,29.04,17.4,15.56,12.71,0.0,10.25,36.84,Unknown-79,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 12:36:32,Churachandpur Border,Manipur,LOW,9.05,8.53,24.58,0.0,1.24,41.76,0.0,14.06,Unknown-161,Unknown,Medium,5000,1.5,,Unknown,Standard patrol procedures
2025-09-02 13:11:32,Ziro Valley,Arunachal Pradesh,LOW,20.72,24.44,22.01,6.96,22.99,48.89,37.87,0.0,Unknown-101,Unknown,Medium,5000,1.5,Low to Medium,Unknown,Standard patrol procedures
2025-09-02 13:13:32,Baghmara District,Meghalaya,LOW,24.23,28.38,36.08,18.67,39.91,21.64,15.48,27.12,Unknown-45,Unknown,Medium,5000,1.5,Very High,Unknown,Standard patrol procedures
2025-09-02 13:24:32,Champhai Border,Mizoram,LOW,35.23,34.82,21.76,48.73,68.01,3.0,77.3,11.78,Unknown-9,Unknown,Medium,5000,1.5,High,Unknown,Standard patrol procedures
2025-09-02 13:38:32,Mon Border Area,Nagaland,LOW,31.41,50.64,31.2,50.83,37.21,13.71,21.12,17.54,Unknown-127,Unknown,Medium,5000,1.5,Medium to High,Unknown,Standard patrol procedures
2025-09-02 14:24:32,Saiha District,Mizoram,LOW,14.44,20.39,0.0,17.29,30.05,55.62,31.94,0.0,Unknown-173,Unknown,Medium,5000,1.5,N/A (Primary),Unknown,Standard patrol procedures
2025-09-02 14:35:32,Dibrugarh Oil Town,Assam,MODERATE,45.31,51.23,26.45,46.78,21.42,18.77,86.06,21.24,Unknown-126,Unknown,Medium,5000,1.5,High,Unknown,Enhanced monitoring and caution advised
